route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
2,Horseshoe Bay,Departure Bay,2018,04,15,18,35,Queen of Surrey,125
3,Horseshoe Bay,Langdale,2018,03,31,22,55,Queen of Surrey,44
30,Tsawwassen,Duke Point,2018,04,15,10,15,Queen of Alberni,128
1,Swartz Bay,Tsawwassen,2018,02,15,19,00,Coastal Renaissance,100
8,Horseshoe Bay,Bowen Island,2018,01,11,11,25,Bowen Queen,19
4,Swartz Bay,Fulford Harbour,2018,01,15,13,00,Skeena Queen,28
1,Tsawwassen,Swartz Bay,2018,03,02,11,00,Coastal Celebration,98
1,Tsawwassen,Swartz Bay,2018,01,31,11,00,Coastal Celebration,92
30,Tsawwassen,Duke Point,2018,04,04,15,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,03,29,16,00,Coastal Renaissance,92
1,Tsawwassen,Swartz Bay,2018,02,14,17,00,Coastal Renaissance,92
2,Departure Bay,Horseshoe Bay,2018,01,26,22,10,Queen of Coquitlam,101
3,Horseshoe Bay,Langdale,2018,04,30,16,20,Queen of Surrey,65
3,Langdale,Horseshoe Bay,2018,04,09,13,05,Queen of Surrey,37
2,Horseshoe Bay,Departure Bay,2018,03,07,22,10,Queen of Cowichan,132
2,Horseshoe Bay,Departure Bay,2018,02,22,08,25,Queen of Cowichan,103
1,Tsawwassen,Swartz Bay,2018,04,03,13,00,Spirit of Vancouver Island,94
2,Horseshoe Bay,Departure Bay,2018,04,14,15,45,Queen of Oak Bay,107
30,Tsawwassen,Duke Point,2018,01,19,15,15,Queen of Alberni,119
4,Swartz Bay,Fulford Harbour,2018,02,07,21,00,Skeena Queen,26
3,Langdale,Horseshoe Bay,2018,04,26,08,40,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,01,13,20,55,Queen of Cowichan,41
3,Langdale,Horseshoe Bay,2018,02,18,08,40,Queen of Surrey,42
3,Langdale,Horseshoe Bay,2018,02,12,13,05,Queen of Surrey,39
30,Duke Point,Tsawwassen,2018,02,27,12,45,Queen of Alberni,117
3,Horseshoe Bay,Langdale,2018,03,26,07,30,Queen of Coquitlam,39
4,Swartz Bay,Fulford Harbour,2018,04,01,15,00,Skeena Queen,42
3,Horseshoe Bay,Langdale,2018,04,28,22,55,Queen of Surrey,43
30,Tsawwassen,Duke Point,2018,04,17,22,45,Queen of Coquitlam,120
1,Tsawwassen,Swartz Bay,2018,01,28,11,00,Coastal Celebration,92
2,Departure Bay,Horseshoe Bay,2018,04,20,08,25,Queen of Oak Bay,105
1,Tsawwassen,Swartz Bay,2018,03,16,16,00,Queen of New Westminster,90
1,Tsawwassen,Swartz Bay,2018,04,05,19,00,Coastal Renaissance,90
3,Langdale,Horseshoe Bay,2018,02,15,18,40,Queen of Cowichan,40
1,Tsawwassen,Swartz Bay,2018,04,15,16,00,Queen of New Westminster,86
1,Swartz Bay,Tsawwassen,2018,03,23,13,00,Coastal Celebration,92
4,Swartz Bay,Fulford Harbour,2018,02,03,17,00,Skeena Queen,32
1,Tsawwassen,Swartz Bay,2018,04,22,09,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2018,03,28,06,50,Queen of Capilano,20
2,Horseshoe Bay,Departure Bay,2018,03,22,15,45,Queen of Oak Bay,105
2,Horseshoe Bay,Departure Bay,2018,02,12,10,40,Queen of Coquitlam,188
3,Horseshoe Bay,Langdale,2018,03,03,09,45,Queen of Coquitlam,44
30,Duke Point,Tsawwassen,2018,03,16,12,45,Queen of Alberni,119
30,Duke Point,Tsawwassen,2018,03,21,12,45,Queen of Alberni,115
8,Horseshoe Bay,Bowen Island,2018,03,19,16,35,Queen of Capilano,19
3,Horseshoe Bay,Langdale,2018,04,21,17,30,Queen of Cowichan,44
3,Langdale,Horseshoe Bay,2018,01,23,20,55,Queen of Cowichan,40
2,Horseshoe Bay,Departure Bay,2018,02,03,18,35,Queen of Surrey,109
30,Duke Point,Tsawwassen,2018,04,05,07,45,Queen of Alberni,117
3,Langdale,Horseshoe Bay,2018,03,24,06,20,Queen of Coquitlam,42
1,Swartz Bay,Tsawwassen,2018,02,09,15,00,Spirit of Vancouver Island,96
3,Horseshoe Bay,Langdale,2018,02,02,16,20,Queen of Surrey,50
8,Horseshoe Bay,Bowen Island,2018,02,20,10,15,Queen of Capilano,17
2,Departure Bay,Horseshoe Bay,2018,03,08,20,45,Queen of Coquitlam,107
3,Langdale,Horseshoe Bay,2018,01,22,10,50,Queen of Surrey,40
1,Swartz Bay,Tsawwassen,2018,04,13,19,00,Spirit of Vancouver Island,92
1,Swartz Bay,Tsawwassen,2018,03,21,13,00,Coastal Celebration,92
2,Departure Bay,Horseshoe Bay,2018,02,27,17,55,Queen of Oak Bay,103
2,Departure Bay,Horseshoe Bay,2018,02,03,22,10,Queen of Coquitlam,103
8,Horseshoe Bay,Bowen Island,2018,02,13,05,50,Queen of Capilano,24
8,Horseshoe Bay,Bowen Island,2018,04,16,05,50,Queen of Capilano,26
30,Duke Point,Tsawwassen,2018,03,20,22,45,Queen of Alberni,120
4,Swartz Bay,Fulford Harbour,2018,01,08,07,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,01,13,09,05,Bowen Queen,19
4,Swartz Bay,Fulford Harbour,2018,02,04,15,00,Skeena Queen,32
1,Tsawwassen,Swartz Bay,2018,01,04,19,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2018,03,24,12,45,Queen of Alberni,117
30,Duke Point,Tsawwassen,2018,04,20,15,15,Queen of Coquitlam,141
8,Horseshoe Bay,Bowen Island,2018,01,03,22,00,Bowen Queen,16
1,Tsawwassen,Swartz Bay,2018,02,26,13,00,Coastal Renaissance,86
3,Horseshoe Bay,Langdale,2018,04,05,19,50,Queen of Cowichan,44
8,Horseshoe Bay,Bowen Island,2018,02,17,08,00,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,04,03,11,25,Queen of Capilano,25
1,Tsawwassen,Swartz Bay,2018,01,03,13,00,Spirit of Vancouver Island,90
8,Horseshoe Bay,Bowen Island,2018,04,19,17,45,Queen of Capilano,25
1,Swartz Bay,Tsawwassen,2018,02,22,07,00,Coastal Renaissance,90
1,Swartz Bay,Tsawwassen,2018,03,26,11,00,Spirit of Vancouver Island,88
1,Tsawwassen,Swartz Bay,2018,04,12,07,00,Coastal Renaissance,88
3,Langdale,Horseshoe Bay,2018,04,01,15,15,Queen of Surrey,47
1,Tsawwassen,Swartz Bay,2018,03,26,15,00,Coastal Celebration,92
8,Horseshoe Bay,Bowen Island,2018,04,09,20,00,Queen of Capilano,16
1,Tsawwassen,Swartz Bay,2018,01,30,21,00,Coastal Renaissance,88
1,Tsawwassen,Swartz Bay,2018,03,10,13,00,Spirit of Vancouver Island,90
4,Swartz Bay,Fulford Harbour,2018,01,29,17,00,Skeena Queen,30
1,Swartz Bay,Tsawwassen,2018,04,13,12,00,Coastal Inspiration,92
3,Horseshoe Bay,Langdale,2018,01,24,09,45,Queen of Surrey,81
1,Tsawwassen,Swartz Bay,2018,03,04,07,00,Coastal Celebration,88
8,Horseshoe Bay,Bowen Island,2018,04,29,08,00,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,04,03,20,00,Queen of Capilano,24
3,Langdale,Horseshoe Bay,2018,04,14,13,05,Queen of Surrey,39
8,Horseshoe Bay,Bowen Island,2018,01,23,10,15,Bowen Queen,17
4,Swartz Bay,Fulford Harbour,2018,04,08,19,00,Skeena Queen,28
4,Swartz Bay,Fulford Harbour,2018,03,30,19,00,Skeena Queen,30
1,Swartz Bay,Tsawwassen,2018,04,15,18,00,Queen of New Westminster,88
2,Horseshoe Bay,Departure Bay,2018,03,29,20,05,Queen of Oak Bay,113
3,Horseshoe Bay,Langdale,2018,01,08,22,55,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2018,04,24,09,05,Queen of Capilano,21
8,Horseshoe Bay,Bowen Island,2018,02,20,18,50,Queen of Capilano,22
3,Horseshoe Bay,Langdale,2018,04,02,11,55,Queen of Surrey,41
30,Duke Point,Tsawwassen,2018,03,18,15,15,Coastal Inspiration,123
30,Duke Point,Tsawwassen,2018,01,11,15,15,Coastal Inspiration,145
8,Horseshoe Bay,Bowen Island,2018,02,22,20,00,Queen of Capilano,20
1,Swartz Bay,Tsawwassen,2018,02,25,07,00,Coastal Renaissance,90
1,Tsawwassen,Swartz Bay,2018,02,12,14,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2018,01,04,21,00,Bowen Queen,18
3,Horseshoe Bay,Langdale,2018,02,23,16,20,Queen of Coquitlam,44
8,Horseshoe Bay,Bowen Island,2018,04,20,16,35,Queen of Capilano,23
8,Horseshoe Bay,Bowen Island,2018,01,05,10,15,Bowen Queen,21
1,Tsawwassen,Swartz Bay,2018,03,17,13,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,02,04,14,10,Queen of Surrey,37
8,Horseshoe Bay,Bowen Island,2018,03,27,17,45,Queen of Capilano,17
8,Horseshoe Bay,Bowen Island,2018,01,17,05,50,Bowen Queen,16
30,Duke Point,Tsawwassen,2018,04,11,05,15,Queen of Coquitlam,125
8,Horseshoe Bay,Bowen Island,2018,03,29,06,50,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,04,07,10,40,Queen of Oak Bay,104
1,Tsawwassen,Swartz Bay,2018,04,26,19,00,Coastal Renaissance,96
4,Swartz Bay,Fulford Harbour,2018,01,28,11,00,Skeena Queen,28
4,Swartz Bay,Fulford Harbour,2018,03,11,15,00,Skeena Queen,34
30,Duke Point,Tsawwassen,2018,02,12,15,15,Coastal Inspiration,135
1,Tsawwassen,Swartz Bay,2018,01,15,21,00,Coastal Renaissance,90
3,Horseshoe Bay,Langdale,2018,01,13,16,20,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2018,04,10,16,35,Queen of Capilano,17
3,Langdale,Horseshoe Bay,2018,01,07,17,25,Queen of Surrey,39
30,Tsawwassen,Duke Point,2018,02,20,12,45,Coastal Inspiration,113
4,Swartz Bay,Fulford Harbour,2018,01,12,09,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,01,03,18,40,Queen of Cowichan,40
4,Swartz Bay,Fulford Harbour,2018,04,01,21,00,Skeena Queen,26
2,Departure Bay,Horseshoe Bay,2018,03,29,13,00,Queen of Oak Bay,104
2,Departure Bay,Horseshoe Bay,2018,03,11,06,15,Queen of Cowichan,105
30,Duke Point,Tsawwassen,2018,03,16,15,15,Coastal Inspiration,121
3,Horseshoe Bay,Langdale,2018,03,09,19,50,Queen of Cowichan,44
1,Tsawwassen,Swartz Bay,2018,02,19,15,00,Coastal Celebration,98
3,Langdale,Horseshoe Bay,2018,01,03,10,50,Queen of Surrey,44
8,Horseshoe Bay,Bowen Island,2018,02,10,08,00,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2018,02,05,19,00,Coastal Celebration,90
2,Departure Bay,Horseshoe Bay,2018,02,15,13,00,Queen of Coquitlam,102
1,Swartz Bay,Tsawwassen,2018,04,22,10,00,Queen of New Westminster,90
1,Swartz Bay,Tsawwassen,2018,01,14,12,00,Queen of New Westminster,90
1,Tsawwassen,Swartz Bay,2018,04,30,14,00,Coastal Inspiration,86
1,Swartz Bay,Tsawwassen,2018,02,06,07,00,Coastal Renaissance,90
1,Swartz Bay,Tsawwassen,2018,01,11,17,00,Coastal Celebration,94
8,Horseshoe Bay,Bowen Island,2018,03,15,11,25,Queen of Capilano,17
1,Swartz Bay,Tsawwassen,2018,03,20,13,00,Coastal Celebration,92
2,Horseshoe Bay,Departure Bay,2018,02,14,15,45,Queen of Coquitlam,103
30,Tsawwassen,Duke Point,2018,02,13,15,15,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2018,02,23,20,00,Queen of Capilano,20
30,Duke Point,Tsawwassen,2018,03,25,22,45,Queen of Alberni,120
4,Swartz Bay,Fulford Harbour,2018,03,27,11,00,Skeena Queen,32
2,Horseshoe Bay,Departure Bay,2018,01,16,06,15,Queen of Coquitlam,105
8,Horseshoe Bay,Bowen Island,2018,01,13,06,50,Bowen Queen,22
8,Horseshoe Bay,Bowen Island,2018,04,27,17,45,Queen of Capilano,31
2,Departure Bay,Horseshoe Bay,2018,02,22,17,55,Queen of Oak Bay,107
8,Horseshoe Bay,Bowen Island,2018,01,02,20,00,Bowen Queen,16
30,Tsawwassen,Duke Point,2018,04,18,17,45,Queen of Coquitlam,123
3,Langdale,Horseshoe Bay,2018,02,25,13,05,Queen of Coquitlam,43
1,Tsawwassen,Swartz Bay,2018,01,24,07,00,Coastal Celebration,92
8,Horseshoe Bay,Bowen Island,2018,04,19,12,35,Queen of Capilano,21
30,Duke Point,Tsawwassen,2018,04,23,17,45,Queen of New Westminster,145
3,Horseshoe Bay,Langdale,2018,04,24,22,55,Queen of Surrey,42
30,Duke Point,Tsawwassen,2018,02,26,05,15,Coastal Inspiration,128
4,Swartz Bay,Fulford Harbour,2018,01,27,17,00,Skeena Queen,31
1,Swartz Bay,Tsawwassen,2018,04,27,15,00,Spirit of Vancouver Island,106
2,Horseshoe Bay,Departure Bay,2018,03,03,06,15,Queen of Oak Bay,105
30,Tsawwassen,Duke Point,2018,03,06,17,45,Coastal Inspiration,127
30,Duke Point,Tsawwassen,2018,02,20,12,45,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2018,04,21,06,50,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2018,01,17,14,20,Bowen Queen,18
30,Tsawwassen,Duke Point,2018,03,23,12,45,Coastal Inspiration,124
8,Horseshoe Bay,Bowen Island,2018,01,08,06,50,Bowen Queen,31
1,Swartz Bay,Tsawwassen,2018,04,08,18,00,Queen of New Westminster,88
30,Tsawwassen,Duke Point,2018,02,06,15,15,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,02,22,07,30,Queen of Coquitlam,43
8,Horseshoe Bay,Bowen Island,2018,01,15,06,50,Bowen Queen,14
1,Swartz Bay,Tsawwassen,2018,04,08,21,00,Coastal Renaissance,84
30,Tsawwassen,Duke Point,2018,04,22,10,15,Queen of Alberni,117
8,Horseshoe Bay,Bowen Island,2018,01,24,08,00,Bowen Queen,22
4,Swartz Bay,Fulford Harbour,2018,03,15,09,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2018,02,05,19,50,Queen of Cowichan,44
2,Departure Bay,Horseshoe Bay,2018,04,22,22,10,Queen of Oak Bay,119
1,Swartz Bay,Tsawwassen,2018,01,07,17,00,Coastal Celebration,92
2,Horseshoe Bay,Departure Bay,2018,04,15,08,25,Queen of Cowichan,101
2,Horseshoe Bay,Departure Bay,2018,02,25,08,25,Queen of Cowichan,105
1,Tsawwassen,Swartz Bay,2018,01,21,19,00,Queen of New Westminster,84
8,Horseshoe Bay,Bowen Island,2018,01,31,08,00,Bowen Queen,26
8,Horseshoe Bay,Bowen Island,2018,02,08,05,50,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2018,03,18,21,00,Skeena Queen,28
30,Duke Point,Tsawwassen,2018,04,03,05,15,Coastal Inspiration,123
2,Departure Bay,Horseshoe Bay,2018,01,07,08,25,Queen of Coquitlam,103
4,Swartz Bay,Fulford Harbour,2018,01,03,09,00,Skeena Queen,30
1,Tsawwassen,Swartz Bay,2018,03,09,11,00,Coastal Celebration,88
2,Departure Bay,Horseshoe Bay,2018,03,02,20,45,Queen of Coquitlam,111
3,Horseshoe Bay,Langdale,2018,03,27,16,20,Queen of Coquitlam,54
1,Tsawwassen,Swartz Bay,2018,02,08,18,00,Coastal Renaissance,86
8,Horseshoe Bay,Bowen Island,2018,01,09,20,00,Bowen Queen,18
3,Langdale,Horseshoe Bay,2018,02,20,13,05,Queen of Surrey,41
2,Departure Bay,Horseshoe Bay,2018,03,04,17,55,Queen of Oak Bay,113
2,Horseshoe Bay,Departure Bay,2018,02,11,20,05,Queen of Coquitlam,105
3,Langdale,Horseshoe Bay,2018,01,12,08,40,Queen of Surrey,40
1,Tsawwassen,Swartz Bay,2018,04,15,13,00,Spirit of Vancouver Island,96
3,Langdale,Horseshoe Bay,2018,02,22,20,55,Queen of Cowichan,39
3,Langdale,Horseshoe Bay,2018,01,10,18,40,Queen of Cowichan,42
3,Horseshoe Bay,Langdale,2018,02,20,17,30,Queen of Cowichan,46
2,Departure Bay,Horseshoe Bay,2018,04,11,22,10,Queen of Oak Bay,106
2,Horseshoe Bay,Departure Bay,2018,03,09,10,40,Queen of Oak Bay,106
30,Tsawwassen,Duke Point,2018,01,26,05,15,Queen of Alberni,121
2,Horseshoe Bay,Departure Bay,2018,01,15,08,25,Queen of Cowichan,103
3,Horseshoe Bay,Langdale,2018,03,12,19,50,Queen of Cowichan,46
1,Swartz Bay,Tsawwassen,2018,02,19,07,00,Coastal Renaissance,92
30,Duke Point,Tsawwassen,2018,03,19,15,15,Coastal Inspiration,117
30,Duke Point,Tsawwassen,2018,03,06,12,45,Queen of Alberni,125
8,Horseshoe Bay,Bowen Island,2018,04,25,14,20,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2018,02,15,18,50,Queen of Capilano,20
4,Swartz Bay,Fulford Harbour,2018,04,06,07,00,Skeena Queen,30
3,Langdale,Horseshoe Bay,2018,01,21,15,15,Queen of Surrey,41
1,Tsawwassen,Swartz Bay,2018,02,28,17,00,Coastal Renaissance,90
30,Tsawwassen,Duke Point,2018,01,07,22,45,Coastal Inspiration,120
1,Tsawwassen,Swartz Bay,2018,01,12,11,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2018,01,22,14,10,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2018,04,30,14,10,Queen of Surrey,44
2,Departure Bay,Horseshoe Bay,2018,01,06,22,10,Queen of Coquitlam,103
1,Swartz Bay,Tsawwassen,2018,03,27,17,00,Coastal Celebration,92
1,Swartz Bay,Tsawwassen,2018,03,30,18,00,Queen of New Westminster,84
8,Horseshoe Bay,Bowen Island,2018,01,31,11,25,Bowen Queen,17
4,Swartz Bay,Fulford Harbour,2018,04,04,19,00,Skeena Queen,36
2,Departure Bay,Horseshoe Bay,2018,01,30,08,25,Queen of Coquitlam,105
8,Horseshoe Bay,Bowen Island,2018,03,07,11,25,Queen of Capilano,27
3,Langdale,Horseshoe Bay,2018,04,17,15,15,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2018,03,03,15,30,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2018,03,16,12,35,Queen of Capilano,17
2,Departure Bay,Horseshoe Bay,2018,03,08,13,00,Queen of Oak Bay,106
8,Horseshoe Bay,Bowen Island,2018,04,29,18,50,Queen of Capilano,18
30,Tsawwassen,Duke Point,2018,04,13,10,15,Queen of Alberni,155
1,Tsawwassen,Swartz Bay,2018,04,26,18,00,Coastal Inspiration,86
3,Langdale,Horseshoe Bay,2018,04,08,08,40,Queen of Surrey,42
30,Tsawwassen,Duke Point,2018,04,02,20,15,Queen of Alberni,117
1,Tsawwassen,Swartz Bay,2018,04,27,08,00,Queen of New Westminster,112
2,Horseshoe Bay,Departure Bay,2018,04,28,10,40,Queen of Oak Bay,104
30,Tsawwassen,Duke Point,2018,03,20,22,45,Coastal Inspiration,120
8,Horseshoe Bay,Bowen Island,2018,03,04,20,00,Queen of Capilano,22
8,Horseshoe Bay,Bowen Island,2018,03,20,15,30,Queen of Capilano,20
30,Tsawwassen,Duke Point,2018,02,04,15,15,Queen of Alberni,119
8,Horseshoe Bay,Bowen Island,2018,04,04,16,35,Queen of Capilano,23
2,Departure Bay,Horseshoe Bay,2018,03,01,20,45,Queen of Coquitlam,107
2,Horseshoe Bay,Departure Bay,2018,02,26,13,00,Queen of Cowichan,104
1,Tsawwassen,Swartz Bay,2018,01,28,18,00,Spirit of Vancouver Island,88
3,Horseshoe Bay,Langdale,2018,02,19,11,55,Queen of Surrey,43
3,Langdale,Horseshoe Bay,2018,01,28,08,40,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2018,04,07,06,15,Queen of Cowichan,105
2,Horseshoe Bay,Departure Bay,2018,01,19,10,40,Queen of Coquitlam,106
8,Horseshoe Bay,Bowen Island,2018,01,26,11,25,Bowen Queen,21
2,Horseshoe Bay,Departure Bay,2018,01,26,06,15,Queen of Coquitlam,105
1,Swartz Bay,Tsawwassen,2018,04,30,10,00,Queen of New Westminster,90
4,Swartz Bay,Fulford Harbour,2018,02,06,13,00,Skeena Queen,28
30,Tsawwassen,Duke Point,2018,02,09,17,45,Coastal Inspiration,127
30,Duke Point,Tsawwassen,2018,03,30,22,45,Queen of Alberni,142
1,Tsawwassen,Swartz Bay,2018,02,21,21,00,Coastal Renaissance,84
3,Langdale,Horseshoe Bay,2018,01,25,17,25,Queen of Surrey,41
4,Swartz Bay,Fulford Harbour,2018,03,29,17,00,Skeena Queen,36
8,Horseshoe Bay,Bowen Island,2018,04,22,17,45,Queen of Capilano,17
2,Horseshoe Bay,Departure Bay,2018,03,03,08,25,Queen of Cowichan,103
2,Departure Bay,Horseshoe Bay,2018,01,09,06,15,Queen of Cowichan,105
30,Duke Point,Tsawwassen,2018,01,29,15,15,Coastal Inspiration,125
1,Tsawwassen,Swartz Bay,2018,03,22,13,00,Spirit of Vancouver Island,100
8,Horseshoe Bay,Bowen Island,2018,04,11,06,50,Queen of Capilano,22
2,Horseshoe Bay,Departure Bay,2018,04,14,06,15,Queen of Oak Bay,105
30,Duke Point,Tsawwassen,2018,02,24,17,45,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2018,02,24,11,55,Queen of Coquitlam,40
1,Swartz Bay,Tsawwassen,2018,02,05,07,00,Coastal Renaissance,90
1,Tsawwassen,Swartz Bay,2018,01,27,07,00,Coastal Celebration,90
30,Duke Point,Tsawwassen,2018,03,18,17,45,Queen of Alberni,119
4,Swartz Bay,Fulford Harbour,2018,03,24,19,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2018,01,26,22,45,Coastal Inspiration,120
1,Swartz Bay,Tsawwassen,2018,03,04,21,00,Coastal Celebration,96
8,Horseshoe Bay,Bowen Island,2018,01,09,08,00,Bowen Queen,22
8,Horseshoe Bay,Bowen Island,2018,04,29,22,00,Queen of Capilano,22
30,Tsawwassen,Duke Point,2018,01,18,05,15,Queen of Alberni,125
2,Horseshoe Bay,Departure Bay,2018,01,18,08,25,Queen of Cowichan,103
8,Horseshoe Bay,Bowen Island,2018,01,17,08,00,Bowen Queen,24
2,Horseshoe Bay,Departure Bay,2018,02,12,13,00,Queen of Cowichan,110
30,Tsawwassen,Duke Point,2018,01,30,20,15,Queen of Alberni,125
2,Horseshoe Bay,Departure Bay,2018,01,09,18,35,Queen of Surrey,107
30,Duke Point,Tsawwassen,2018,04,15,20,15,Queen of Coquitlam,119
8,Horseshoe Bay,Bowen Island,2018,04,04,20,00,Queen of Capilano,20
3,Horseshoe Bay,Langdale,2018,02,01,11,55,Queen of Surrey,43
30,Tsawwassen,Duke Point,2018,02,09,15,15,Queen of Alberni,118
8,Horseshoe Bay,Bowen Island,2018,03,07,16,35,Queen of Capilano,19
30,Tsawwassen,Duke Point,2018,04,20,05,15,Queen of Alberni,119
2,Departure Bay,Horseshoe Bay,2018,02,21,15,20,Queen of Cowichan,110
8,Horseshoe Bay,Bowen Island,2018,04,04,09,05,Queen of Capilano,33
30,Duke Point,Tsawwassen,2018,04,05,10,15,Queen of Coquitlam,112
2,Horseshoe Bay,Departure Bay,2018,01,28,18,35,Queen of Surrey,107
2,Horseshoe Bay,Departure Bay,2018,04,24,10,40,Queen of Oak Bay,108
8,Horseshoe Bay,Bowen Island,2018,04,25,06,50,Queen of Capilano,28
2,Departure Bay,Horseshoe Bay,2018,03,16,10,40,Queen of Cowichan,110
30,Tsawwassen,Duke Point,2018,04,25,20,15,Queen of New Westminster,125
8,Horseshoe Bay,Bowen Island,2018,01,24,20,00,Bowen Queen,20
3,Horseshoe Bay,Langdale,2018,01,03,16,20,Queen of Surrey,40
2,Horseshoe Bay,Departure Bay,2018,03,11,06,15,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,02,19,10,15,Queen of Capilano,19
1,Swartz Bay,Tsawwassen,2018,01,26,21,00,Coastal Celebration,90
1,Swartz Bay,Tsawwassen,2018,03,28,19,00,Spirit of Vancouver Island,92
3,Horseshoe Bay,Langdale,2018,01,09,19,50,Queen of Cowichan,40
1,Swartz Bay,Tsawwassen,2018,01,21,17,00,Queen of New Westminster,88
1,Tsawwassen,Swartz Bay,2018,02,22,19,00,Coastal Celebration,92
30,Tsawwassen,Duke Point,2018,03,02,17,45,Coastal Inspiration,126
2,Horseshoe Bay,Departure Bay,2018,04,28,18,35,Queen of Surrey,113
30,Duke Point,Tsawwassen,2018,04,21,07,45,Queen of Alberni,121
8,Horseshoe Bay,Bowen Island,2018,01,16,12,35,Bowen Queen,15
2,Departure Bay,Horseshoe Bay,2018,02,20,06,15,Queen of Cowichan,103
3,Horseshoe Bay,Langdale,2018,02,13,22,55,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2018,03,26,14,10,Queen of Coquitlam,53
3,Horseshoe Bay,Langdale,2018,01,31,16,20,Queen of Surrey,46
4,Swartz Bay,Fulford Harbour,2018,03,22,15,00,Skeena Queen,32
30,Duke Point,Tsawwassen,2018,04,24,05,15,Queen of Coquitlam,125
30,Tsawwassen,Duke Point,2018,04,02,12,45,Coastal Inspiration,119
1,Swartz Bay,Tsawwassen,2018,01,21,13,00,Coastal Celebration,160
3,Langdale,Horseshoe Bay,2018,04,24,10,50,Queen of Surrey,42
1,Tsawwassen,Swartz Bay,2018,04,01,22,00,Coastal Renaissance,78
4,Swartz Bay,Fulford Harbour,2018,04,04,09,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2018,03,30,21,00,Queen of Capilano,20
30,Tsawwassen,Duke Point,2018,02,13,07,45,Coastal Inspiration,117
2,Horseshoe Bay,Departure Bay,2018,02,26,06,15,Queen of Oak Bay,105
8,Horseshoe Bay,Bowen Island,2018,03,30,18,50,Queen of Capilano,18
2,Horseshoe Bay,Departure Bay,2018,04,13,20,05,Queen of Oak Bay,109
1,Tsawwassen,Swartz Bay,2018,03,26,19,00,Coastal Celebration,98
1,Tsawwassen,Swartz Bay,2018,03,23,21,00,Spirit of Vancouver Island,92
1,Swartz Bay,Tsawwassen,2018,01,11,13,00,Coastal Celebration,91
30,Duke Point,Tsawwassen,2018,04,25,07,45,Queen of New Westminster,123
30,Tsawwassen,Duke Point,2018,01,21,10,15,Queen of Alberni,191
8,Horseshoe Bay,Bowen Island,2018,02,04,18,50,Bowen Queen,20
4,Swartz Bay,Fulford Harbour,2018,04,06,21,00,Skeena Queen,34
30,Tsawwassen,Duke Point,2018,01,08,10,15,Queen of Alberni,119
1,Swartz Bay,Tsawwassen,2018,03,29,15,00,Spirit of Vancouver Island,96
30,Tsawwassen,Duke Point,2018,02,05,07,45,Coastal Inspiration,117
4,Swartz Bay,Fulford Harbour,2018,01,10,11,00,Skeena Queen,28
4,Swartz Bay,Fulford Harbour,2018,04,10,07,00,Skeena Queen,32
8,Horseshoe Bay,Bowen Island,2018,04,25,09,05,Queen of Capilano,35
8,Horseshoe Bay,Bowen Island,2018,04,19,15,30,Queen of Capilano,22
2,Horseshoe Bay,Departure Bay,2018,01,29,20,05,Queen of Coquitlam,103
8,Horseshoe Bay,Bowen Island,2018,01,04,08,00,Bowen Queen,16
3,Horseshoe Bay,Langdale,2018,01,12,17,30,Queen of Cowichan,44
2,Departure Bay,Horseshoe Bay,2018,04,20,10,40,Queen of Cowichan,112
1,Tsawwassen,Swartz Bay,2018,03,28,21,00,Spirit of Vancouver Island,88
2,Horseshoe Bay,Departure Bay,2018,04,18,08,25,Queen of Cowichan,101
